check_param,tau,tau_rel,far,frr,accept_rate,accept_precision,n_rejects_by_check
bbox_top_normal.top_normal_angle_max_deg,23.999999999999993,1.9999999999999993,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_top_normal.top_normal_angle_max_deg,30.238105197476955,2.5198420997897464,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_top_normal.top_normal_angle_max_deg,38.09762524723678,3.1748021039363983,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_top_normal.top_normal_angle_max_deg,48.0,4.0,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.15,0.25,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.17569132607677707,0.2928188767946285,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.20578294705744274,0.3429715784290712,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.2410285256833955,0.40171420947232583,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.2823108086643085,0.4705180144405142,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.33066373560026435,0.5511062260004406,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.38729833462074165,0.6454972243679028,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.45363305331230297,0.7560550888538383,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.5313292845913055,0.8855488076521758,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.6,1.0,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,0
bbox_coverage.min_coverage,0.6223329772884783,1.0372216288141305,0.4336917562724014,0.21364985163204747,0.6266233766233766,0.6865284974093264,6
bbox_coverage.min_coverage,0.7289233736074769,1.214872289345795,0.43010752688172044,0.2166172106824926,0.6233766233766234,0.6875,25
bbox_coverage.min_coverage,0.8537700941163708,1.4229501568606182,0.3835125448028674,0.2522255192878338,0.5827922077922078,0.7019498607242339,84
bbox_coverage.min_coverage,1.0,1.6666666666666667,0.30824372759856633,0.2997032640949555,0.5227272727272727,0.7329192546583851,140
planarity.plane_rmse_max_m,0.000625,0.25,0.4229390681003584,0.2166172106824926,0.6201298701298701,0.6910994764397905,50
planarity.plane_rmse_max_m,0.0007874506561842959,0.31498026247371835,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,34
planarity.plane_rmse_max_m,0.0009921256574801256,0.39685026299205023,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,33
planarity.plane_rmse_max_m,0.0012500000000000007,0.5000000000000002,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,29
planarity.plane_rmse_max_m,0.001574901312368592,0.6299605249474368,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,27
planarity.plane_rmse_max_m,0.0019842513149602495,0.7937005259840998,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,25
planarity.plane_rmse_max_m,0.002499999999999999,0.9999999999999997,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,20
planarity.plane_rmse_max_m,0.0025,1.0,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,20
planarity.plane_rmse_max_m,0.0031498026247371845,1.2599210498948739,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,18
planarity.plane_rmse_max_m,0.003968502629920499,1.5874010519681996,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,14
planarity.plane_rmse_max_m,0.004999999999999999,1.9999999999999996,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,12
planarity.plane_rmse_max_m,0.00629960524947437,2.5198420997897477,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,11
planarity.plane_rmse_max_m,0.007937005259841,3.1748021039364,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,9
